gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,contrast,direction
IRAK2,194.37207329487518,1.0219265003387321,0.17523818134976937,4.1236457284170217e-10,6.273254888244494e-9,LSvsNL,up
SLC6A11,527.758673602141,1.129121944119188,0.17542644266139545,3.6990252534563535e-12,8.417348946168207e-11,LSvsNL,up
WNT7A,73.78892558879384,1.406325116960824,0.2794577860837377,2.5558983008513543e-9,3.281580064284563e-8,LSvsNL,up
SLC4A7,198.51202877721138,1.1354404026164155,0.1487112642344807,3.7382861072711544e-16,1.812734986481218e-14,LSvsNL,up
CCR4,33.55903268805858,1.5342894093352613,0.3290873130435914,1.1264821920890014e-8,1.2460131945489546e-7,LSvsNL,up
HHATL,9.499973561458297,-2.9124642368100035,0.8689550893521437,1.1175694712571755e-7,1.0076679244711212e-6,LSvsNL,down
ACKR2,272.9780116570792,3.3924770147488226,0.2894228938182863,1.484785543919572e-40,1.0079837861283995e-37,LSvsNL,up
CXCR6,50.58280989179676,1.8640039969978985,0.31675477698703275,1.725218415327624e-11,3.423749529955296e-10,LSvsNL,up
CCR3,28.783613278700617,-1.4346450661559822,0.34674132203225233,3.4529903593075876e-7,2.731047180786336e-6,LSvsNL,down
CCR1,85.54676053580653,1.533845693341171,0.3316642872763961,1.8972895784842683e-8,2.002107454808561e-7,LSvsNL,up
CCR2,54.82329619615071,1.0442458577608997,0.4520597423961114,2.648708419742291e-4,0.0010523142229422373,LSvsNL,up
