gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,contrast,direction
IL1RL1,44.66142165974014,2.8146175897764554,0.5631434210153166,8.107267891784927e-11,1.4149325361356357e-9,LSvsNL,up
IL18RAP,8.371520853970756,1.8043853899277853,0.5250098319606008,2.22065868332263e-6,1.4563364797709138e-5,LSvsNL,up
LINC01102,11.299076168232736,-1.6729784833819366,0.4296408714525001,2.810243522434034e-7,2.257168226052313e-6,LSvsNL,down
POU3F3,7.524677069647086,-1.0035516339784927,0.4429782297982615,5.160909724765668e-4,0.001875371162769125,LSvsNL,down
CD8B2,45.05951452786054,1.8127010380083661,0.3283134592040008,4.571512480204392e-11,8.404264300904755e-10,LSvsNL,up
ST6GAL2,15.044463449723091,-1.6852981438855237,0.6890186509227382,1.1242487040800073e-5,6.261132964219612e-5,LSvsNL,down
LINC01886,8.231509781309652,3.065010135554489,0.5251865581779562,4.435199817694746e-14,1.4256513491076804e-12,LSvsNL,up
BUB1,245.2591496558754,1.139426552949925,0.21281483111381336,3.27989215040335e-9,4.0511653084522127e-8,LSvsNL,up
IL37,1998.4219987676813,-2.4598006051382444,0.26238546248280126,1.7358807623778127e-28,4.2320772986771075e-26,LSvsNL,down
IL36G,1649.3665286045302,2.082462677518396,0.18116162471126715,8.315552634095035e-35,3.4678042787501063e-32,LSvsNL,up
IL36RN,4347.425897718732,1.1463741489702626,0.12846174963778037,9.389228070080803e-21,8.856612930153004e-19,LSvsNL,up
PROC,14.047746919041856,1.0572349601933453,0.37203743512105963,9.379415678537119e-5,4.191161429009447e-4,LSvsNL,up
MYO7B,156.26026032894515,-1.946586624443386,0.2721849209469141,8.04409988343697e-17,4.3065827990819475e-15,LSvsNL,down
CXCR4,81.54137743003609,1.1792332712952365,0.41776033854788047,3.14475967271213e-5,1.5785557977025382e-4,LSvsNL,up
KYNU,156.92253952961929,1.5690177822166782,0.2989837770685438,1.307149667883398e-9,1.775012920903874e-8,LSvsNL,up
GALNT5,39.507581717550664,1.3464924488092287,0.26205783831056284,4.972869914661098e-9,5.863472435835894e-8,LSvsNL,up
DPP4,519.511961012098,1.4925781906931936,0.19778612503878468,1.7352166532471406e-16,8.701891868356784e-15,LSvsNL,up
SPC25,193.8910004736505,1.2516098638902686,0.19435705866620218,4.631700920911798e-12,1.0151945296499207e-10,LSvsNL,up
ABCB11,33.32358230508031,-1.739989160910375,0.271232870398742,1.1132551574614243e-13,3.2852429199797378e-12,LSvsNL,down
DHRS9,371.09426016951517,1.2752346662012661,0.339622870136599,2.430762006501151e-7,1.9907124298203484e-6,LSvsNL,up
LINC01124,16.639449265021447,-1.549639711185597,0.4508420965155123,2.320682351476158e-6,1.5177818086604489e-5,LSvsNL,down
FSIP2,40.13074652937735,-1.1098416972081857,0.27422143754825756,1.0982919319535166e-6,7.653752086924969e-6,LSvsNL,down
LINC01473,213.1705267453782,-1.196836525955681,0.1819981090488436,5.903234989356867e-13,1.5386277117818796e-11,LSvsNL,down
CD28,22.81379378410714,1.845299117895003,0.41749476537592234,1.4168536498282428e-8,1.5197497972361335e-7,LSvsNL,up
ICOS,16.633532517819237,1.8592664368440266,0.5532494803850062,1.2114009832015625e-6,8.375685593715167e-6,LSvsNL,up
NRP2,232.2772454061486,1.0052708785598479,0.22467150976944428,1.2533432538389486e-7,1.100982846096775e-6,LSvsNL,up
ADAM23,43.37380328342162,2.319800469840171,0.32849526987076905,4.692815535195913e-16,2.161832784484001e-14,LSvsNL,up
MYOSLID,17.71702536785356,1.003661925305316,0.29817670842524985,3.5199658960479966e-5,1.742064320882967e-4,LSvsNL,up
ACADL,110.46561826231355,-1.4476283303178712,0.22252181666113885,8.828856489134641e-14,2.6448183134842466e-12,LSvsNL,down
ERBB4,44.29504391965121,-2.538310567380384,0.3289828179144413,2.3349652436044394e-20,2.0556774564110862e-18,LSvsNL,down
LINC02862,6.16524773064959,-1.4179756819503415,0.5105829428992454,2.6907636680367422e-5,1.3715191974068272e-4,LSvsNL,down
RUFY4,20.507469319448738,3.8354071882000476,0.6280226087510797,1.201657311427381e-17,7.409596659217784e-16,LSvsNL,up
CXCR1,79.04449926502197,2.7564647784751766,0.2937982937371443,1.7141489451705143e-25,2.875852193927748e-23,LSvsNL,up
GPBAR1,34.335354341757174,1.380677113926773,0.3561531777619802,4.854741764547065e-7,3.688067724965357e-6,LSvsNL,up
VIL1,7.568943346467406,-1.830448530387708,0.6911023416437669,1.4403174814577374e-5,7.844366973097788e-5,LSvsNL,down
PLCD4,100.57296732731578,1.260268080245644,0.24580797606343846,5.24658669613629e-9,6.145059820670494e-8,LSvsNL,up
DES,600.5991959890358,-2.2366363262989224,0.7025003102237167,4.9528866250627166e-8,4.7453684611468483e-7,LSvsNL,down
AP1S3,37.144511994847676,1.1941739089673957,0.16830983800676774,4.801259491621743e-14,1.5278224731672645e-12,LSvsNL,up
CCL20,58.9834880965892,1.316730887699286,0.5545804685022173,5.827011237701713e-5,2.735208740635636e-4,LSvsNL,up
LINC00471,23.07301607299252,-1.0025772684624032,0.23019420133139798,6.289279535303922e-7,4.648610671453417e-6,LSvsNL,down
NPPC,22.78420443283636,1.1958437487739932,0.6017368371391576,1.486677931313192e-4,6.314496161222233e-4,LSvsNL,up
UGT1A7,195.33380838054083,2.409890056739673,0.3400823592279217,1.7771815955452652e-16,8.884226102399311e-15,LSvsNL,up
MROH2A,35.48436765354801,-1.357100417609925,0.31963797747762335,7.837616856890374e-8,7.246366063660545e-7,LSvsNL,down
COL6A3,1576.928703563638,1.024117399011909,0.18825519863085194,6.145026012467074e-10,8.933965799960158e-9,LSvsNL,up
HES6,75.3643093309982,1.0868998952664577,0.21839446010028898,2.7534050578255678e-8,2.7809566571932296e-7,LSvsNL,up
BHLHE40,1386.1121663572194,1.318632606427302,0.28221377847123125,7.348555733365726e-9,8.347853957465711e-8,LSvsNL,up
SSUH2,29.239637521794968,1.3120319887702745,0.3777787890054638,4.037846180011371e-6,2.5162307673865593e-5,LSvsNL,up
CPNE9,28.760639505858546,-1.6251052408861684,0.31067018749785646,6.371918204304118e-10,9.221533130923047e-9,LSvsNL,down
IRAK2,194.39637201394976,1.022335475204115,0.1752445282263718,4.083789278231579e-10,6.128390974634074e-9,LSvsNL,up
SLC6A11,527.786529327361,1.1294575405534446,0.1752638857498855,3.509470177316884e-12,7.922303974350521e-11,LSvsNL,up
WNT7A,73.80487548658685,1.4069107887180352,0.2796915950735722,2.5927515114741935e-9,3.281735878780475e-8,LSvsNL,up
SLC4A7,198.5969923995091,1.1358108510359017,0.14891058893293657,3.9690636285077227e-16,1.8719568845524368e-14,LSvsNL,up
CCR4,33.56664772914743,1.5348010363338118,0.32962928089256105,1.1649802288741867e-8,1.2732028749633956e-7,LSvsNL,up
HHATL,9.493975808366683,-2.9110071655077037,0.8713104189533846,1.1893738615856199e-7,1.052373399472212e-6,LSvsNL,down
ACKR2,272.92810373885675,3.3926462390478274,0.2892705571783246,1.340816937480099e-40,8.853302503436303e-38,LSvsNL,up
CXCR6,50.586360628364666,1.864763381049283,0.3169796776585022,1.7540147821086107e-11,3.4273578609217205e-10,LSvsNL,up
CCR3,28.78395222409729,-1.4339699142920475,0.34732713050014247,3.6111346048940355e-7,2.8120712571870164e-6,LSvsNL,down
CCR1,85.58861868913684,1.5374866274766696,0.3316319267950777,1.8872585241640146e-8,1.9643518622761706e-7,LSvsNL,up
CCR2,54.82516467464685,1.0451309066878043,0.4521412853282935,2.644096468128341e-4,0.00104569495209458,LSvsNL,up
CCR5,27.333340019129192,1.3312813855272465,0.43574998456599756,1.2368078701295497e-5,6.838693062785407e-5,LSvsNL,up
CCRL2,25.283662870707573,1.7789447346412508,0.3598379070822085,2.0349041632929837e-9,2.649722783541817e-8,LSvsNL,up
LTF,2585.600056642443,3.73350691606027,0.6479512114399036,2.2688370165141118e-15,9.102344354607374e-14,LSvsNL,up
CDC25A,28.057775106456035,1.319188846257578,0.21407930527755395,1.4391050946206991e-11,2.8542551232107906e-10,LSvsNL,up
HYAL3,74.21159758359808,1.0846675847083718,0.2051621675351653,4.871961079966097e-9,5.765942287843372e-8,LSvsNL,up
CACNA2D2,48.78225068107296,-1.1965887116226372,0.1923632556835254,5.777795358042036e-12,1.2389813672380536e-10,LSvsNL,down
POC1A,170.26691910570736,1.2110771729589989,0.19335210009389017,1.1061553080146279e-11,2.2507248146515463e-10,LSvsNL,up
